json_path,img_path,label_c,label_u,label_w,label_p,label_a,bbox_coord
../skintelligent-1-sep-2019/RS_Clean images/25-8831652-5e4c160bfa0486e5ef41277a18f3caca.json,RS_Clean images_cropped/25-8831652-5e4c160bfa0486e5ef41277a18f3caca.jpg,1,1,1,2,1,[  6.00866689   0.         297.         401.60509654   0.99991727]
../skintelligent-1-sep-2019/RS_Clean images/25-4391955-5d970e5df85a414271fa12eee4539ccb.json,RS_Clean images_cropped/25-4391955-5d970e5df85a414271fa12eee4539ccb.jpg,1,1,1,2,1,[ 32.56631936   0.         308.33513286 340.           0.99991727]
../skintelligent-1-sep-2019/fine lines/Dysport-before-3803253-2849702.json,Google_Clean images_cropped/fine lines/Dysport-before-3803253-2849702.png,1,1,3,1,1,[ 70.84444465  15.13984128 278.41209265 309.61126892   0.99997962]
../skintelligent-1-sep-2019/fine lines/Dysport-before-3110067-2727909.json,Google_Clean images_cropped/fine lines/Dysport-before-3110067-2727909.jpg,1,1,1,1,1,[ 24.28648644   5.08828226 143.77416535 181.16651729   0.99999607]
../skintelligent-1-sep-2019/sagging skin/63_right.json,Google_Clean images_cropped/sagging skin/63_right.png,2,2,2,1,1,"[4.77634966e+01 0.00000000e+00 2.13600000e+03 3.16049910e+03
 9.99684215e-01]"
../skintelligent-1-sep-2019/RS_Clean images/237-5331070-800b22cea8e9573c68acd9430abe84ca.json,RS_Clean images_cropped/237-5331070-800b22cea8e9573c68acd9430abe84ca.jpg,1,2,2,1,1,[  0.           0.         337.55885436 340.           0.99999988]
../skintelligent-1-sep-2019/RS_Clean images/25-5894086-878b35262cd43b6535bd02048be27b5c.json,RS_Clean images_cropped/25-5894086-878b35262cd43b6535bd02048be27b5c.jpg,1,1,1,1,1,[ 58.8200678   19.3287217  259.66595011 319.76646479   0.99999762]
../skintelligent-1-sep-2019/pigmentation/21_left.json,Google_Clean images_cropped/pigmentation/21_left.png,1,1,1,3,1,[  0.           0.         235.         274.           0.99999237]
../skintelligent-1-sep-2019/brightness/1_right.json,Google_Clean images_cropped/brightness/1_right.png,1,1,1,1,1,[ 50.72789874   0.         320.13348221 390.02999467   0.99838138]
../skintelligent-1-sep-2019/RS_Clean images/106611-8977138-e971cda26fe66c57ddb5a17b74ff20bf.json,RS_Clean images_cropped/106611-8977138-e971cda26fe66c57ddb5a17b74ff20bf.jpg,1,2,1,2,1,[ 77.17198355  46.94711135 254.35752832 314.77744998   0.99997568]
../skintelligent-1-sep-2019/RS_Clean images/106611-7555177-2d91ea4ca576c73f907d375dc1d031f4.json,RS_Clean images_cropped/106611-7555177-2d91ea4ca576c73f907d375dc1d031f4.jpg,1,1,1,1,1,[ 52.6773381    0.         279.40723344 292.68459352   0.99998677]
../skintelligent-1-sep-2019/RS_Clean images/106611-7659732-79620fceb1a5511d85ca18ffea04c9eb.json,RS_Clean images_cropped/106611-7659732-79620fceb1a5511d85ca18ffea04c9eb.jpg,1,3,3,1,1,[ 23.4730319    0.         309.80924739 340.           0.99999905]
../skintelligent-1-sep-2019/RS_Clean images/25-6599124-493f2671478604ee0e0482f0e70548db.json,RS_Clean images_cropped/25-6599124-493f2671478604ee0e0482f0e70548db.jpg,1,2,2,1,1,[ 23.66246814   0.         295.70827904 340.           0.9999851 ]
../skintelligent-1-sep-2019/RS_Clean images/25-8835722-ceb4a1cfc2cd373886f9491c2b4f785e.json,RS_Clean images_cropped/25-8835722-ceb4a1cfc2cd373886f9491c2b4f785e.jpg,2,1,1,2,1,[ 17.26077087   0.         323.4054129  417.4164039    0.99993932]
../skintelligent-1-sep-2019/RS_Clean images/25-5947250-6d4e691ca5ac4c2a6e0c088f849b8c57.json,RS_Clean images_cropped/25-5947250-6d4e691ca5ac4c2a6e0c088f849b8c57.jpg,1,1,1,2,1,[  0.   0. 340. 340.   1.]
../skintelligent-1-sep-2019/RS_Clean images/25-2234131-2d031746943ea7f03a7472e51f64bcbe.json,RS_Clean images_cropped/25-2234131-2d031746943ea7f03a7472e51f64bcbe.jpg,1,1,1,2,1,[ 11.8873692    0.         309.2483608  355.           0.99999976]
../skintelligent-1-sep-2019/RS_Clean images/215-8305094-a997a72c0b79858ef7db4c931adf866d.json,RS_Clean images_cropped/215-8305094-a997a72c0b79858ef7db4c931adf866d.jpg,1,1,2,2,1,[  0.           0.         332.         332.           0.99190593]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-before-1790309-2259933.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-before-1790309-2259933.jpg,1,3,1,1,1,[  0.           0.         340.         340.           0.99980336]
../skintelligent-1-sep-2019/RS_Clean images/25-4875609-93874b58183fab07f583c798e4afc346.json,RS_Clean images_cropped/25-4875609-93874b58183fab07f583c798e4afc346.jpg,3,2,3,1,1,[ 23.44987993   0.         294.80244517 340.           0.99519038]
../skintelligent-1-sep-2019/pigmentation/Melasma-Treatment-after-2215259-2446862.json,Google_Clean images_cropped/pigmentation/Melasma-Treatment-after-2215259-2446862.jpg,2,2,1,1,1,[ 19.00427874   0.         307.44378501 340.           0.99999917]
../skintelligent-1-sep-2019/sagging skin/168_right.json,Google_Clean images_cropped/sagging skin/168_right.png,2,2,1,2,1,[  0.           0.         382.2288244  580.63541759   0.99963927]
../skintelligent-1-sep-2019/RS_Clean images/25-7658840-337e64a2fa6edd2c62caf2a3e1bb0127.json,RS_Clean images_cropped/25-7658840-337e64a2fa6edd2c62caf2a3e1bb0127.jpg,1,2,1,2,1,[ 65.28901693   0.         295.70956049 319.62672439   0.99994946]
../skintelligent-1-sep-2019/RS_Clean images/25-8844487-ee45d9d41a71206495b1a31221283909.json,RS_Clean images_cropped/25-8844487-ee45d9d41a71206495b1a31221283909.jpg,1,1,2,1,1,[ 61.32175632   0.         269.65174805 314.85447725   0.9998697 ]
../skintelligent-1-sep-2019/RS_Clean images/25-4307796-61060dfa75a40b1113b8fac59074e0d9.json,RS_Clean images_cropped/25-4307796-61060dfa75a40b1113b8fac59074e0d9.jpg,1,2,2,1,1,[  0.           0.         340.         340.           0.89929926]
../skintelligent-1-sep-2019/RS_Clean images/25-7046210-c3bd17702a0f50e74976af002378b5a9.json,RS_Clean images_cropped/25-7046210-c3bd17702a0f50e74976af002378b5a9.jpg,1,2,1,1,1,[  2.94901364   0.         248.         464.18684878   0.99999869]
../skintelligent-1-sep-2019/RS_Clean images/25-2004035-67c5e4b021f46abcfe8042f81e737f3a.json,RS_Clean images_cropped/25-2004035-67c5e4b021f46abcfe8042f81e737f3a.jpg,2,2,1,1,1,[ 47.25224526   0.         268.8138278  327.95244765   0.99999201]
../skintelligent-1-sep-2019/RS_Clean images/106611-5245724-eff09f0b3559aee5c003cdbc2d24dcd9.json,RS_Clean images_cropped/106611-5245724-eff09f0b3559aee5c003cdbc2d24dcd9.jpg,1,1,1,2,2,[ 13.95510055   0.         307.25628957 340.           0.99984169]
../skintelligent-1-sep-2019/RS_Clean images/25-8912870-dd7355793c622202f7d2ec9e7a2c41ea.json,RS_Clean images_cropped/25-8912870-dd7355793c622202f7d2ec9e7a2c41ea.jpg,1,1,1,1,1,[ 92.13359261  32.55032353 253.45952797 261.4907522    0.99909151]
../skintelligent-1-sep-2019/RS_Clean images/25-1446457-90b94ccc70559a65257397bf138bcf44.json,RS_Clean images_cropped/25-1446457-90b94ccc70559a65257397bf138bcf44.jpg,1,1,1,2,2,
../skintelligent-1-sep-2019/acne/7_right.json,Google_Clean images_cropped/acne/7_right.png,1,1,1,2,2,"[2.94573809e+01 0.00000000e+00 1.20000000e+03 2.11274259e+03
 9.99983430e-01]"
../skintelligent-1-sep-2019/crows feet/crows-feet-cover-920x920.json,Google_Clean images_cropped/crows feet/crows-feet-cover-920x920.jpg,3,2,2,1,1,
../skintelligent-1-sep-2019/RS_Clean images/25-8389382-51782b52fbe5f52c7dac260aa219f1de.json,RS_Clean images_cropped/25-8389382-51782b52fbe5f52c7dac260aa219f1de.jpg,1,2,1,1,1,[ 35.68005097   0.         292.99148696 340.           0.99999976]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-before-5414982-3165530.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-before-5414982-3165530.png,1,3,1,1,1,[  0.          0.        340.        340.          0.9974969]
../skintelligent-1-sep-2019/RS_Clean images/25-1735179-679a0d1f572ed87bb1ffb7b85c15b5cc.json,RS_Clean images_cropped/25-1735179-679a0d1f572ed87bb1ffb7b85c15b5cc.jpg,1,2,2,2,1,[ 38.50919482   0.         293.17557895 335.92614584   0.99996185]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-after-4401760-2941185-T1488820776.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-after-4401760-2941185-T1488820776.339.png,1,1,3,1,1,[  0.           0.         327.56681148 510.           0.99993694]
../skintelligent-1-sep-2019/RS_Clean images/25-1677723-399866ebf19a716bc4ed8e7f7d5210f5.json,RS_Clean images_cropped/25-1677723-399866ebf19a716bc4ed8e7f7d5210f5.jpg,1,2,2,3,1,[ 16.37427294   0.         256.         251.94815288   0.99990892]
../skintelligent-1-sep-2019/RS_Clean images/106611-6200056-3fceebd9ce7af873a9cf6495bcacc2b4.json,RS_Clean images_cropped/106611-6200056-3fceebd9ce7af873a9cf6495bcacc2b4.jpg,1,2,2,1,1,[ 48.17230996   0.         296.07458646 340.           0.99992871]
../skintelligent-1-sep-2019/crows feet/BA-Restylane-under-eye-WEBSITE.json,Google_Clean images_cropped/crows feet/BA-Restylane-under-eye-WEBSITE.jpg,1,1,1,1,1,[ 67.00907744   0.         385.3239538  424.           0.99995136]
../skintelligent-1-sep-2019/RS_Clean images/25-8935628-691f02d0a632dae0638d2126b7a6e10f.json,RS_Clean images_cropped/25-8935628-691f02d0a632dae0638d2126b7a6e10f.jpg,1,1,2,1,1,[  0.           0.         340.         340.           0.99792862]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-after-343315.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-after-343315.jpg,1,2,1,1,1,[ 22.97719784   0.         340.         455.           0.99999893]
../skintelligent-1-sep-2019/RS_Clean images/106611-4207772-d0cafc65f58fb83bae683f2acf03943d.json,RS_Clean images_cropped/106611-4207772-d0cafc65f58fb83bae683f2acf03943d.jpg,1,1,1,2,1,[ 85.82247901   7.96460495 243.36099908 245.42619257   0.9999994 ]
../skintelligent-1-sep-2019/RS_Clean images/237-5964188-892b0ef683e9a6ac3d63302f88cdbeb0.json,RS_Clean images_cropped/237-5964188-892b0ef683e9a6ac3d63302f88cdbeb0.jpg,2,2,3,2,1,[ 48.28231401   0.         284.79068595 326.34015129   0.99982327]
../skintelligent-1-sep-2019/RS_Clean images/237-3286090-1a971d652a3956ad88c788960e1f5a93.json,RS_Clean images_cropped/237-3286090-1a971d652a3956ad88c788960e1f5a93.jpg,1,2,2,1,1,[ 11.20195009   0.         340.         431.           0.99999774]
../skintelligent-1-sep-2019/RS_Clean images/25-7936161-ff11b815deaf89d5b813bd0c5b16f233.json,RS_Clean images_cropped/25-7936161-ff11b815deaf89d5b813bd0c5b16f233.jpg,1,2,1,1,1,[ 85.25225449  58.17281348 241.17007821 276.72766922   0.99909151]
../skintelligent-1-sep-2019/brightness/27_right.json,Google_Clean images_cropped/brightness/27_right.png,1,1,1,1,1,
../skintelligent-1-sep-2019/RS_Clean images/237-2293693-354644888566ea300cf0641354063ded.json,RS_Clean images_cropped/237-2293693-354644888566ea300cf0641354063ded.jpg,1,2,2,1,1,[ 31.00152207   0.         302.7234701  339.23294966   0.99999893]
../skintelligent-1-sep-2019/RS_Clean images/25-5716791-d932c93ae5bb1b8b9600728748358e5f.json,RS_Clean images_cropped/25-5716791-d932c93ae5bb1b8b9600728748358e5f.jpg,2,2,1,1,1,[ 79.07161467  24.7641432  281.40996305 317.96930163   0.99991107]
../skintelligent-1-sep-2019/fine lines/Dysport-before-5047706-3066885.json,Google_Clean images_cropped/fine lines/Dysport-before-5047706-3066885.png,1,1,1,1,1,[ 27.19956536   0.         292.13045164 340.           0.99997771]
../skintelligent-1-sep-2019/acne/154_right.json,Google_Clean images_cropped/acne/154_right.png,1,2,1,2,1,[  6.04909093  14.26159426 222.70942731 358.84215825   0.99977392]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-before-6165390-3341278.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-before-6165390-3341278.png,1,1,1,1,1,[ 28.41534413   0.         298.86384771 340.           0.99999976]
../skintelligent-1-sep-2019/sagging skin/19_right.json,Google_Clean images_cropped/sagging skin/19_right.png,1,1,1,1,1,[ 29.05982416   0.         449.65857852 534.           0.99974138]
../skintelligent-1-sep-2019/RS_Clean images/25-321253-709f63ed6252e2f770dcc0c14488a103.json,RS_Clean images_cropped/25-321253-709f63ed6252e2f770dcc0c14488a103.jpg,1,1,1,2,1,
../skintelligent-1-sep-2019/RS_Clean images/106611-6200056-097c85c95c0cdfe2e4ccd82d497fdc98.json,RS_Clean images_cropped/106611-6200056-097c85c95c0cdfe2e4ccd82d497fdc98.jpg,2,2,3,2,1,[ 48.33002656   0.         289.48676387 340.           0.99969494]
../skintelligent-1-sep-2019/brightness/75_right.json,Google_Clean images_cropped/brightness/75_right.png,1,1,2,1,1,[ 51.12384856   0.         402.60891426 499.60703649   0.99964082]
../skintelligent-1-sep-2019/RS_Clean images/25-8298753-fa1f219a19018f90bf230a370532a666.json,RS_Clean images_cropped/25-8298753-fa1f219a19018f90bf230a370532a666.jpg,2,3,3,1,1,[  0.           0.         323.68966402 340.           1.        ]
../skintelligent-1-sep-2019/RS_Clean images/25-2236225-eb3e48a3e48d08bbdfac638e70cc3c5b.json,RS_Clean images_cropped/25-2236225-eb3e48a3e48d08bbdfac638e70cc3c5b.jpg,2,1,2,2,1,[  0.           0.         338.38917809 340.           0.99993885]
../skintelligent-1-sep-2019/RS_Clean images/25-3244595-b445455898009defe8bfbed9cb6fd10b.json,RS_Clean images_cropped/25-3244595-b445455898009defe8bfbed9cb6fd10b.jpg,1,1,1,1,1,[ 33.11631178   0.         297.2629062  338.06063591   0.99540037]
../skintelligent-1-sep-2019/RS_Clean images/25-574296-aa37984b569940e05f1a5b53cba6a624.json,RS_Clean images_cropped/25-574296-aa37984b569940e05f1a5b53cba6a624.jpg,2,1,1,1,1,
../skintelligent-1-sep-2019/RS_Clean images/25-6168987-7cf5278c0c65fdde3f40a77ef0e1e138.json,RS_Clean images_cropped/25-6168987-7cf5278c0c65fdde3f40a77ef0e1e138.jpg,2,3,2,1,1,[ 67.52912804   9.53496421 252.38660854 283.64893766   0.99999988]
../skintelligent-1-sep-2019/brightness/Skin-Lightening-before-7459418-3655969.json,Google_Clean images_cropped/brightness/Skin-Lightening-before-7459418-3655969.png,2,1,2,1,1,[ 84.03289354  20.92634726 271.89539777 323.1520241    1.        ]
../skintelligent-1-sep-2019/sagging skin/Brow-Lift-before-149258.json,Google_Clean images_cropped/sagging skin/Brow-Lift-before-149258.gif,1,2,1,1,1,[ 10.4423422    0.         184.94219841 256.38831425   0.99805391]
../skintelligent-1-sep-2019/skin tone and uneveness/130_right.json,Google_Clean images_cropped/skin tone and uneveness/130_right.png,1,2,1,1,1,[ 12.91908805   0.         350.         545.           0.99968648]
../skintelligent-1-sep-2019/RS_Clean images/25-7311174-61c7f2523a633fbae4b207690d03f1cd.json,RS_Clean images_cropped/25-7311174-61c7f2523a633fbae4b207690d03f1cd.jpg,3,2,1,1,1,[  0.           0.         340.         340.           0.99999654]
../skintelligent-1-sep-2019/RS_Clean images/25-8129828-cc25b5f2e96a1573f23b672218c9d3e8.json,RS_Clean images_cropped/25-8129828-cc25b5f2e96a1573f23b672218c9d3e8.jpg,1,1,1,1,1,[  0.           0.         340.         489.           0.99996185]
../skintelligent-1-sep-2019/RS_Clean images/25-1735179-247bcee8b839b587fd4086f2a714bb9b.json,RS_Clean images_cropped/25-1735179-247bcee8b839b587fd4086f2a714bb9b.jpg,1,1,1,2,1,[ 58.09009589   0.         292.06538665 326.54366493   0.99766785]
../skintelligent-1-sep-2019/RS_Clean images/25-2132737-2043486a4009dfcf919bcbe1ae4e4fd6.json,RS_Clean images_cropped/25-2132737-2043486a4009dfcf919bcbe1ae4e4fd6.jpg,1,2,2,1,2,[ 31.43202898   0.         297.35791023 351.65755355   0.99993527]
../skintelligent-1-sep-2019/RS_Clean images/25-7378875-03418c2ec4b716e5d43f49f27f1a004a.json,RS_Clean images_cropped/25-7378875-03418c2ec4b716e5d43f49f27f1a004a.jpg,1,2,1,1,1,[ 25.86689559   0.         275.14918628 340.           0.99999321]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-before-5413676-3165282.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-before-5413676-3165282.png,2,2,2,1,1,[ 22.10588691   0.         340.         340.           0.99999905]
../skintelligent-1-sep-2019/RS_Clean images/237-4683310-19ac1bd11b5432a44467a7e625c7cafa.json,RS_Clean images_cropped/237-4683310-19ac1bd11b5432a44467a7e625c7cafa.jpg,2,1,2,2,1,[ 45.87270253   0.         304.19309695 333.43855405   0.99912888]
../skintelligent-1-sep-2019/crows feet/crow_s_feet_men_1.json,Google_Clean images_cropped/crows feet/crow_s_feet_men_1.jpg,1,1,1,1,1,[114.54298353   0.         306.94006653 290.90709122   0.99924147]
../skintelligent-1-sep-2019/RS_Clean images/215-7190879-90315b504db79b576d68272b87024505.json,RS_Clean images_cropped/215-7190879-90315b504db79b576d68272b87024505.jpg,2,2,2,1,1,[ 60.41779089   0.         292.4424989  337.97087148   0.9999994 ]
../skintelligent-1-sep-2019/RS_Clean images/25-1566176-a91c7e83c8597bebc0d4a29b8ad4a725.json,RS_Clean images_cropped/25-1566176-a91c7e83c8597bebc0d4a29b8ad4a725.jpg,2,2,2,1,1,[ 44.47061768   0.         299.96493355 340.           0.99999905]
../skintelligent-1-sep-2019/acne/135_right.json,Google_Clean images_cropped/acne/135_right.png,1,1,1,1,2,[  0.          0.        456.        465.          0.9999994]
../skintelligent-1-sep-2019/acne/106_left.json,Google_Clean images_cropped/acne/106_left.png,1,1,1,1,3,[ 65.56786221   0.         600.         741.81085782   0.99999559]
../skintelligent-1-sep-2019/RS_Clean images/25-3802225-fb2e47188579f5527cc93d421d0523d1.json,RS_Clean images_cropped/25-3802225-fb2e47188579f5527cc93d421d0523d1.jpg,1,2,1,1,1,[ 66.18786122   0.         260.01739528 292.1283927    0.99999297]
../skintelligent-1-sep-2019/RS_Clean images/106611-5808286-3630710e1b111b8ff1f9c9427fd63b74.json,RS_Clean images_cropped/106611-5808286-3630710e1b111b8ff1f9c9427fd63b74.jpg,1,1,1,2,1,[  0.           0.         246.         354.36600588   0.9998759 ]
../skintelligent-1-sep-2019/RS_Clean images/25-8895753-774e111693cb001c1a2fe0175030f63a.json,RS_Clean images_cropped/25-8895753-774e111693cb001c1a2fe0175030f63a.jpg,2,2,2,1,1,[ 10.33570082   0.         285.         376.           0.99878603]
../skintelligent-1-sep-2019/RS_Clean images/25-8919322-257de1a8e346a4c88be7d81154fae078.json,RS_Clean images_cropped/25-8919322-257de1a8e346a4c88be7d81154fae078.jpg,2,2,2,2,1,[ 15.78508107   0.         255.         443.93213299   0.99988723]
../skintelligent-1-sep-2019/RS_Clean images/25-494299-03507ea7d5a86e82ec035f19a88e9cd2.json,RS_Clean images_cropped/25-494299-03507ea7d5a86e82ec035f19a88e9cd2.jpg,1,2,1,1,1,
../skintelligent-1-sep-2019/RS_Clean images/237-3543556-7540aa2fa9154aa02d0149bb7ceb7c73.json,RS_Clean images_cropped/237-3543556-7540aa2fa9154aa02d0149bb7ceb7c73.jpg,1,2,2,1,1,[ 31.44932992   0.         303.94775711 340.           0.98939228]
../skintelligent-1-sep-2019/RS_Clean images/237-3543322-ae42af7c7d2481c980cbb0674fc276af.json,RS_Clean images_cropped/237-3543322-ae42af7c7d2481c980cbb0674fc276af.jpg,2,3,2,1,1,[ 27.02029256   0.         311.31703823 340.           0.9966234 ]
../skintelligent-1-sep-2019/RS_Clean images/25-4444654-0ac9a751f8bf8b63ceea54915026655b.json,RS_Clean images_cropped/25-4444654-0ac9a751f8bf8b63ceea54915026655b.jpg,1,2,3,1,1,[ 23.76284493   0.         234.         384.           0.99998093]
../skintelligent-1-sep-2019/RS_Clean images/215-7459419-2ebac91343066c6b5ac20a1d258ef1df.json,RS_Clean images_cropped/215-7459419-2ebac91343066c6b5ac20a1d258ef1df.jpg,1,1,1,1,1,[ 41.17569695   0.         279.35365053 338.15457504   0.99787045]
../skintelligent-1-sep-2019/pigmentation/Melasma-Treatment-before-2579558-2583341.json,Google_Clean images_cropped/pigmentation/Melasma-Treatment-before-2579558-2583341.jpg,1,2,2,3,1,[  0.           0.         340.         340.           0.99999142]
